gene,p_value,slope,p_value_adj,condition,comparison,dataset,cell_type,meta_p,meta_p_adj,neg_log10_adj_pval,trend
ZNF274,1.6557747298384722e-45,-0.526140805528929,6.944608575633203e-45,healthy,aging,aida,CD8T,1.57108118935369e-58,6.3430567644933905e-58,57.197701402051074,Decrease in aging
ZNF276,7.038101189941373e-39,0.4903453487765284,1.2460900467437185e-38,healthy,aging,aida,CD8T,7.91062307657385e-51,1.19489131786011e-50,49.9226715944649,Increase in aging
ZNF277,1.63515334946398e-46,-0.5312169411624431,1.0503264074954962e-45,healthy,aging,aida,CD8T,2.9134560418374204e-60,2.67790002143355e-59,58.572205641271076,Decrease in aging
ZNF292,0.0002572008854334792,0.14617532271688988,0.00028785176815353117,healthy,aging,aida,CD8T,2.9711831332434904e-23,3.33389899626282e-23,22.47704756168563,Inconsistent
ZNF296,8.395812286134372e-42,0.5066580958627359,1.8792699003160875e-41,healthy,aging,aida,CD8T,4.99230436009829e-56,1.37367865195061e-55,54.862114850978884,Increase in aging
ZNF302,2.6829647331443667e-47,-0.5351208665839216,2.2726289504281694e-46,healthy,aging,aida,CD8T,6.846942860309241e-61,9.24337286141747e-60,59.034169527933855,Decrease in aging
ZNF318,5.819492413427744e-49,0.5432303978340169,1.0604734685701439e-47,healthy,aging,aida,CD8T,2.73353718965511e-52,4.85962167049798e-52,51.31339753995801,Increase in aging
ZNF32,4.626709136317358e-40,-0.4970483580985177,8.883281541729326e-40,healthy,aging,aida,CD8T,1.0326187752615e-58,4.37344422463695e-58,57.35917640774313,Decrease in aging
ZNF326,3.8807257829422354e-20,-0.35730955240743834,4.930804524208957e-20,healthy,aging,aida,CD8T,2.78528853741756e-58,1.05547776154771e-57,56.97655091265368,Decrease in aging
ZNF331,2.3010261203948712e-23,-0.3849197382578059,3.0306197683249525e-23,healthy,aging,aida,CD8T,1.96193877183165e-54,4.53239331246669e-54,53.343672409924636,Decrease in aging
ZNF335,3.74395269023976e-46,0.5294104426938765,2.128141529188916e-45,healthy,aging,aida,CD8T,2.90571521549994e-51,4.6491443447999e-51,50.33262696980381,Increase in aging
ZNF33A,2.1760480920349146e-40,-0.498879894261421,4.253632469498113e-40,healthy,aging,aida,CD8T,1.38354246868833e-61,4.5976180497950805e-60,59.3374671108737,Decrease in aging
ZNF33B,9.768458538662363e-46,-0.5273054217255653,4.537606546991549e-45,healthy,aging,aida,CD8T,2.7456575497227e-58,1.04966731104443e-57,56.97894832747503,Decrease in aging
ZNF365,7.440389038210617e-41,0.5014665963583187,1.5161547474089558e-40,healthy,aging,aida,CD8T,4.46375113911659e-52,7.77556650039664e-52,51.10926795998168,Increase in aging
ZNF37A,1.0231633518045091e-47,-0.5371824537941892,1.0780647999501168e-46,healthy,aging,aida,CD8T,1.82628196417554e-61,5.30871618885641e-60,59.2750104920083,Decrease in aging
ZNF394,0.37003493870484294,0.036032525371751126,0.38334554801077253,healthy,aging,aida,CD8T,5.7818844580079004e-09,6.107027104790741e-09,8.214170152472624,Inconsistent
ZNF397,4.432623501911021e-46,-0.529040892340528,2.4239156364880518e-45,healthy,aging,aida,CD8T,2.3088933122575702e-60,2.35511535468067e-59,58.6279878160619,Decrease in aging
ZNF407,6.223517289423335e-11,0.2584227650889835,7.468220747308002e-11,healthy,aging,aida,CD8T,4.90709955499413e-29,5.66809360362958e-29,28.24656298637021,Inconsistent
ZNF410,1.17752020659379e-48,0.5417549282611458,2.0347549169940692e-47,healthy,aging,aida,CD8T,5.8012607868466495e-49,8.163337654455219e-49,48.0881322397086,Increase in aging
ZNF414,5.33944943456747e-48,-0.5385652663540845,6.490500738296144e-47,healthy,aging,aida,CD8T,1.3560367794155702e-60,1.62724413529869e-59,58.78854728501085,Decrease in aging
ZNF428,6.970200723295539e-29,0.42680359033998355,9.620213138861575e-29,healthy,aging,aida,CD8T,5.143573156779621e-47,7.00953818210977e-47,46.15431059423994,Increase in aging
ZNF429,9.045601199744508e-47,-0.532501357337988,6.5128328638160456e-46,healthy,aging,aida,CD8T,1.8173596834464801e-59,1.0754786071902501e-58,57.968398223929825,Decrease in aging
ZNF43,9.586602858287808e-37,-0.4778551734022726,1.511464392255596e-36,healthy,aging,aida,CD8T,1.4408284632771499e-55,3.7049874769983695e-55,54.431213255614395,Decrease in aging
ZNF430,2.804259886473559e-44,-0.5198179731692959,8.354760489355708e-44,healthy,aging,aida,CD8T,2.09037828577186e-61,5.423888521699361e-60,59.26568924519342,Decrease in aging
ZNF431,2.673884025515948e-44,-0.5199254673344714,8.021652076547844e-44,healthy,aging,aida,CD8T,1.2675193093895002e-62,2.73784170828131e-60,59.56259166475105,Decrease in aging
ZNF439,4.922724282137143e-47,-0.5338155731317175,3.730906824356572e-46,healthy,aging,aida,CD8T,1.1557429390351801e-59,7.34236690681173e-59,58.1341639170777,Decrease in aging
ZNF44,6.820298695050245e-43,-0.5125231569640499,1.7434136309240863e-42,healthy,aging,aida,CD8T,5.054925997035811e-60,3.89951434057048e-59,58.40898947818994,Decrease in aging
ZNF451,0.7395682786926703,0.013366093671928155,0.7553037739840037,healthy,aging,aida,CD8T,2.67726911246206e-07,2.81406388463166e-07,6.550666047474096,Inconsistent
ZNF487,1.4656091409076525e-45,0.5264104557325014,6.331431488721059e-45,healthy,aging,aida,CD8T,1.01472535476014e-51,1.69907501262163e-51,50.76978744699999,Increase in aging
ZNF493,1.5580373415751324e-46,-0.5313219541146662,1.0198062599400866e-45,healthy,aging,aida,CD8T,6.36909243862652e-62,3.0571643705407303e-60,59.514681210505266,Decrease in aging
ZNF496,4.157169377956216e-47,-0.5341796598040196,3.325735502364973e-46,healthy,aging,aida,CD8T,4.0785837234310605e-61,7.047792674088871e-60,59.15194688011013,Decrease in aging
ZNF506,8.613474726961003e-45,-0.5224719437062336,2.953191334958058e-44,healthy,aging,aida,CD8T,9.04468892166407e-62,3.6380132451469904e-60,59.43913572410602,Decrease in aging
ZNF507,5.085559049650057e-32,-0.4482213453558775,7.25069805098622e-32,healthy,aging,aida,CD8T,4.7854833623721696e-55,1.1679823799688e-54,53.932563708884615,Decrease in aging
ZNF511,6.814414795295116e-48,0.5380473946042545,7.682994635731142e-47,healthy,aging,aida,CD8T,6.47575248876664e-51,9.919964160544571e-51,50.00348989688875,Increase in aging
ZNF512,7.176372473588427e-43,-0.512405387068466,1.823642887406e-42,healthy,aging,aida,CD8T,3.93897601647144e-59,2.02575909418531e-58,57.693412202750046,Decrease in aging
ZNF512B,8.145120283428687e-40,-0.49566782624951794,1.5298660706266056e-39,healthy,aging,aida,CD8T,1.25318833373343e-53,2.65381058908256e-53,52.576130077346406,Decrease in aging
ZNF516,6.936036823923947e-48,-0.5380098004686139,7.682994635731142e-47,healthy,aging,aida,CD8T,1.13685602353353e-58,4.76817283656783e-58,57.3216480106908,Decrease in aging
ZNF518B,1.492717037082088e-44,-0.5212385803668887,4.776694518662681e-44,healthy,aging,aida,CD8T,4.81961341363418e-59,2.39318735021835e-58,57.62102330139446,Decrease in aging
ZNF529,1.5706162372450571e-44,-0.5211242190062695,4.98901628301371e-44,healthy,aging,aida,CD8T,1.16490648947647e-57,3.99396510677647e-57,56.39859573365676,Decrease in aging
ZNF540,5.879630350125491e-39,-0.4907928192416817,1.0452676178000873e-38,healthy,aging,aida,CD8T,5.14162739900938e-57,1.56421340589581e-56,55.80570399636541,Decrease in aging
ZNF550,2.769144627573095e-45,-0.5250014525914432,1.0777211523527723e-44,healthy,aging,aida,CD8T,5.26473646387938e-59,2.5737095143226502e-58,57.58944047197937,Decrease in aging
ZNF551,7.229253986244409e-45,-0.5228638500389098,2.5185788081109555e-44,healthy,aging,aida,CD8T,2.82203513261381e-58,1.06010363242536e-57,56.974651677385665,Decrease in aging
ZNF563,1.5416197958244298e-47,-0.5363075380068004,1.4169781953109654e-46,healthy,aging,aida,CD8T,6.84262747702066e-59,3.1115948106030802e-58,57.50701696148188,Decrease in aging
ZNF573,4.622873543112674e-45,-0.5238617487753581,1.721621871228168e-44,healthy,aging,aida,CD8T,8.49247344951568e-60,5.73241957842308e-59,58.241662029383384,Decrease in aging
ZNF580,1.6189157579822737e-47,-0.5362029511214479,1.4570241821840464e-46,healthy,aging,aida,CD8T,2.1344005756687303e-61,5.423888521699361e-60,59.26568924519342,Decrease in aging
ZNF581,1.5279242312047875e-47,-0.5363266107649489,1.4169781953109654e-46,healthy,aging,aida,CD8T,2.75194539756171e-59,1.4860505146833202e-58,57.82796642753685,Decrease in aging
ZNF584,1.9649868657156576e-40,-0.4991267624187953,3.858519663587109e-40,healthy,aging,aida,CD8T,3.4800076157161404e-60,3.06808834691709e-59,58.51313213884752,Decrease in aging
ZNF586,1.0543999122871124e-40,-0.5006286982631576,2.128508234149685e-40,healthy,aging,aida,CD8T,5.78389862931542e-57,1.73516958879463e-56,55.76065807252822,Decrease in aging
ZNF600,2.19792855293708e-38,0.4874965403659433,3.7090044330813225e-38,healthy,aging,aida,CD8T,1.13599304951924e-51,1.88749614381658e-51,50.72411392696812,Increase in aging
ZNF606,6.748041086354368e-44,-0.5178283411346447,1.856785827582858e-43,healthy,aging,aida,CD8T,3.9804073870652495e-56,1.10226666103345e-55,54.95771332798342,Decrease in aging
ZNF609,3.5721672600774796e-45,-0.524435710975564,1.3458452444959828e-44,healthy,aging,aida,CD8T,2.31906699631846e-60,2.35511535468067e-59,58.6279878160619,Decrease in aging
ZNF639,4.824509472583288e-08,-0.21683435278742794,5.648206211804825e-08,healthy,aging,aida,CD8T,1.73870331941365e-42,2.2026974603715396e-42,41.65704514892915,Decrease in aging
ZNF644,0.050914397913789385,-0.07837647954865747,0.053777554764687076,healthy,aging,aida,CD8T,1.31963679909836e-11,1.4216536090037198e-11,10.847206208123746,Decrease in aging
ZNF652,3.305621904829315e-05,0.1657668799371414,3.7382949290216335e-05,healthy,aging,aida,CD8T,3.50727845704145e-06,3.64217378231227e-06,5.438639336163643,Inconsistent
ZNF655,3.13140369394439e-47,0.5347890106172422,2.5523894260075027e-46,healthy,aging,aida,CD8T,4.31977969912081e-52,7.55524222680239e-52,51.1217516072909,Increase in aging
ZNF658,1.1313122452373661e-32,-0.4524926907963516,1.6290896331418072e-32,healthy,aging,aida,CD8T,2.18050167282017e-53,4.57270253717628e-53,52.339827049366036,Decrease in aging
ZNF677,1.7078952609825648e-48,-0.5409734965577171,2.5441750094636825e-47,healthy,aging,aida,CD8T,1.2606148442907002e-59,7.67021989765611e-59,58.115192185077134,Decrease in aging
ZNF680,3.126385399297342e-41,-0.5035404141940482,6.686131150972532e-41,healthy,aging,aida,CD8T,5.6056811248571605e-61,7.811787890123531e-60,59.10724955742201,Decrease in aging
ZNF681,5.451341073472191e-46,-0.5285875070647005,2.8373245105301045e-45,healthy,aging,aida,CD8T,4.5226696624031297e-57,1.4056066864447098e-56,55.85213618557712,Decrease in aging
ZNF683,4.281162634709141e-35,0.46783340391143174,6.421743952063712e-35,healthy,aging,aida,CD8T,2.98846657284369e-51,4.7639024334629995e-51,50.32203714161464,Increase in aging
ZNF69,1.1827481314917282e-44,-0.5217612892288378,3.930363021572512e-44,healthy,aging,aida,CD8T,2.06403333812678e-60,2.22915600517692e-59,58.65185953680615,Decrease in aging
ZNF706,3.463740651223981e-35,-0.4684011505478785,5.213714150971288e-35,healthy,aging,aida,CD8T,1.38321173236899e-57,4.66833959674534e-57,56.33083755887601,Decrease in aging
ZNF708,6.134898833385833e-38,-0.4849054522865542,1.007709618259574e-37,healthy,aging,aida,CD8T,2.3588144639744902e-60,2.35511535468067e-59,58.6279878160619,Decrease in aging
ZNF717,2.278542710094375e-45,-0.5254339856533685,9.1141708403775e-45,healthy,aging,aida,CD8T,3.96187450438298e-60,3.22930148281783e-59,58.49089140799858,Decrease in aging
ZNF721,2.158152678493134e-42,-0.5098460535023147,5.32755404062305e-42,healthy,aging,aida,CD8T,1.91681287510085e-59,1.11900427303185e-58,57.95116825507075,Decrease in aging
ZNF749,4.838601682305662e-44,-0.5185835571941532,1.3573220303610687e-43,healthy,aging,aida,CD8T,1.80299786052716e-58,7.080864324979381e-58,57.14991372696301,Decrease in aging
ZNF75A,1.653291567354022e-46,-0.5311929561039043,1.0503264074954962e-45,healthy,aging,aida,CD8T,8.54297039954987e-59,3.69056321260554e-58,57.432907351602,Decrease in aging
ZNF766,1.5236317696081914e-45,-0.5263246659149693,6.453028671281751e-45,healthy,aging,aida,CD8T,6.6370770769274e-60,4.8596903342926e-59,58.31339140365801,Decrease in aging
ZNF770,1.2699744383650038e-45,-0.526726822915297,5.598254667078384e-45,healthy,aging,aida,CD8T,3.8682656339916306e-61,6.96287814118493e-60,59.157211205438244,Decrease in aging
ZNF773,2.0067819506038937e-38,-0.48772513777339616,3.3997247163171846e-38,healthy,aging,aida,CD8T,3.02201224785565e-54,6.76429684494114e-54,53.16977734204249,Decrease in aging
ZNF776,5.3819841865536716e-36,-0.47334500494945136,8.244741732592859e-36,healthy,aging,aida,CD8T,3.7903794950863002e-53,7.65160720503402e-53,52.11624733256329,Decrease in aging
ZNF778,5.406746098179346e-42,0.5076945411195944,1.2625482780613392e-41,healthy,aging,aida,CD8T,5.2652518292131903e-51,8.18197406553993e-51,50.0871419014217,Increase in aging
ZNF780B,2.0345848234772e-37,-0.48185082851471456,3.267437337331414e-37,healthy,aging,aida,CD8T,8.40600870302549e-56,2.2142657071384197e-55,54.654770265923354,Decrease in aging
ZNF800,5.563164363523557e-31,0.44129527749575304,7.802879886500574e-31,healthy,aging,aida,CD8T,4.649540779154859e-40,5.7225117281906e-40,39.24241330857334,Inconsistent
ZNF808,1.384048811363505e-48,0.5414155785300951,2.1353895946751219e-47,healthy,aging,aida,CD8T,4.71958088407395e-54,1.03495377762434e-53,52.98507904592779,Increase in aging
ZNF814,1.7363683263734202e-45,-0.5260356923256773,7.212606894166515e-45,healthy,aging,aida,CD8T,1.64216698014056e-58,6.50840491211673e-58,57.186525435816975,Decrease in aging
ZNF821,3.07655685179891e-53,0.5631131341661846,3.322681399942823e-51,healthy,aging,aida,CD8T,7.065526161702491e-58,2.56496411920628e-57,56.590918705772324,Increase in aging
ZNF83,1.921575507949553e-46,-0.5308658119355585,1.1948088691258808e-45,healthy,aging,aida,CD8T,4.6505683923117295e-62,2.99430099330897e-60,59.52370454562194,Decrease in aging
ZNF830,5.8998747030094794e-06,0.1806468393258085,6.778579446010891e-06,healthy,aging,aida,CD8T,3.8886075302279594e-11,4.1478480322431594e-11,10.382177163557643,Inconsistent
ZNF831,3.576668605549098e-07,0.20255021032315257,4.153550638702178e-07,healthy,aging,aida,CD8T,8.89311003838518e-27,1.0136737563541899e-26,25.99410179708648,Inconsistent
ZNF844,1.3857341580704686e-45,-0.5265342406897879,6.046839962489318e-45,healthy,aging,aida,CD8T,8.42357282308611e-60,5.73241957842308e-59,58.241662029383384,Decrease in aging
ZNF880,8.529629153827546e-47,-0.532628475641968,6.245423380429661e-46,healthy,aging,aida,CD8T,9.70303698854146e-59,4.1502098802474404e-58,57.38192994002802,Decrease in aging
ZNF891,1.6630215344946897e-44,-0.5209956470623782,5.205980455809464e-44,healthy,aging,aida,CD8T,7.3667213090604604e-59,3.31502458907721e-58,57.47951324588336,Decrease in aging
ZNF91,8.139402186323301e-44,-0.517401873259936,2.2114602166614253e-43,healthy,aging,aida,CD8T,3.4577139299085004e-62,2.98746483544095e-60,59.524697197964755,Decrease in aging
ZNF93,2.0083831878801762e-33,-0.4573315573084585,2.911481668336363e-33,healthy,aging,aida,CD8T,8.05097661718186e-53,1.54578751049892e-52,51.810850205993546,Decrease in aging
ZSCAN18,3.1605779078520557e-44,-0.5195477214595531,9.331790762879969e-44,healthy,aging,aida,CD8T,4.59267579599875e-57,1.4125137312569e-56,55.850007321646494,Decrease in aging
ZSCAN9,5.7739573733893226e-39,0.49083790714169356,1.0349998279270487e-38,healthy,aging,aida,CD8T,5.34035311814208e-51,8.26893386034902e-51,50.0825504817915,Increase in aging
ZZZ3,1.3577059120231267e-38,-0.48870491613646555,2.3650361048144785e-38,healthy,aging,aida,CD8T,5.30231821237769e-59,2.5737095143226502e-58,57.58944047197937,Decrease in aging
ADNP,0.3498363608244087,0.09495508440569465,0.36865396458513483,healthy,aging,perez_sle,CD8T,3.04800455295286e-13,3.3083868514463297e-13,12.480383713863906,Inconsistent
AEBP1,1.1966335797941227e-06,-0.4656038000363756,3.8845686656651735e-06,healthy,aging,perez_sle,CD8T,8.15802344168874e-59,3.5961899253158504e-58,57.44415737997037,Decrease in aging
AEBP2,0.0040532277253662406,0.28640727474040084,0.004799288872617719,healthy,aging,perez_sle,CD8T,4.5291760411516196e-42,5.704384984774059e-42,41.243791171949866,Increase in aging
AHCTF1,0.0051212856838066655,-0.2792669100159656,0.006014370925669408,healthy,aging,perez_sle,CD8T,0.0011631712025179,0.0011851178289805,2.9262384682766007,Inconsistent
AHR,0.008840479576892818,-0.2618525946602744,0.010215138599573204,healthy,aging,perez_sle,CD8T,1.28635498938183e-25,1.45472606129045e-25,24.837218780747374,Decrease in aging
AKAP8L,0.0005146267638799422,-0.34276847106050956,0.0006621018962156867,healthy,aging,perez_sle,CD8T,1.77725788902693e-17,1.94373521027755e-17,16.711362898127756,Decrease in aging
AKNA,0.038156337691561945,0.20871168425231337,0.042385003982121645,healthy,aging,perez_sle,CD8T,1.8951125629601798e-49,2.71989577142458e-49,48.565447738157886,Increase in aging
ANKZF1,1.0997829267811092e-06,-0.4670157715517019,3.689493096712327e-06,healthy,aging,perez_sle,CD8T,1.10078233771668e-60,1.3586799139817301e-59,58.86688284493401,Decrease in aging
ARHGAP35,5.605102866856677e-06,0.4385905555194748,1.1842153605956999e-05,healthy,aging,perez_sle,CD8T,6.97364042987637e-57,2.04939637122897e-56,55.688374037113896,Increase in aging
ARID2,0.9002651523103897,-0.012757286498123719,0.9065754220695746,healthy,aging,perez_sle,CD8T,8.368872229891819e-42,1.04792834878645e-41,40.97966841085464,Inconsistent
ARID5A,0.6763866614653353,0.04247061689520993,0.6924528529490726,healthy,aging,perez_sle,CD8T,1.47981861907995e-05,1.52938192211134e-05,4.815484047646298,Inconsistent
ARID5B,7.712387470946865e-05,0.3866510594710459,0.0001093433881571743,healthy,aging,perez_sle,CD8T,4.73245464784823e-55,1.1616025044718401e-54,53.93494246028282,Increase in aging
ASCL2,4.2805727779986776e-05,0.3990863173779548,6.496221363793767e-05,healthy,aging,perez_sle,CD8T,3.65092048701808e-51,5.77728077066597e-51,50.238276525623235,Increase in aging
ASH1L,4.037278238559109e-07,-0.4833153725531881,2.202616355467058e-06,healthy,aging,perez_sle,CD8T,1.38334837054045e-40,1.70744713163849e-40,39.76765273467023,Decrease in aging
ATF2,1.3325161870844137e-05,0.42236526880826886,2.3346116936316356e-05,healthy,aging,perez_sle,CD8T,3.85291310898766e-51,6.07466592365938e-51,50.21647760110426,Increase in aging
ATF3,0.0008151839532711028,0.3311073203440208,0.001024327358191969,healthy,aging,perez_sle,CD8T,1.16794108669752e-11,1.26137637363332e-11,10.899155307873198,Inconsistent
ATF4,1.1264211981345335e-05,-0.42557936186289325,2.0659044101956767e-05,healthy,aging,perez_sle,CD8T,1.46111810452591e-29,1.69223330068417e-29,28.771539762919286,Decrease in aging
ATF6,5.3408446073793445e-08,-0.513846160143358,1.2115284346213145e-06,healthy,aging,perez_sle,CD8T,5.11263153242064e-62,2.99430099330897e-60,59.52370454562194,Decrease in aging
